ID,Parity,DIM,milk1,milk2,milk3
9,4,305,11.3,8.2,7.8
10,4,6,,,9.3
10,4,7,13.8,8.2,7.5
10,4,8,14.5,9.7,9.5
10,4,9,12.9,11.1,11.1
10,4,10,15.2,11.2,9.6
10,4,11,13.3,11.4,10.2
10,4,12,16.5,10.5,9.7
10,4,13,15.8,11.6,11
10,4,14,16.2,11.5,11.1
10,4,15,15.4,9.3,10.1
10,4,16,14.7,12.9,11.3
10,4,17,17.6,11.3,13
10,4,18,17.9,12,10.8
10,4,19,18.2,12.7,11.6
10,4,20,17.8,12.7,11.3
10,4,21,18.5,12.4,12.5
10,4,22,16.2,12.4,12.9
10,4,23,17.1,12.1,12.4
10,4,24,19,14.7,11.5
10,4,25,18.8,14.2,14.6
10,4,26,20.4,15,14.4
10,4,27,18.7,16.5,13.1
10,4,28,18.2,15,16.5
10,4,29,19.2,16.3,14.3
10,4,30,19.4,15.3,15.2
10,4,31,19.9,15.3,17.2
10,4,32,19.3,16.1,15.9
10,4,33,20.7,17.2,15.6
10,4,34,20.7,16.1,17.1
10,4,35,19.2,16.6,16.1
10,4,36,20,16.9,16.3
10,4,37,20,16.6,16.6
10,4,38,19.2,14.6,14.8
10,4,39,18.8,15.4,13.7
10,4,40,18,16.3,13.5
10,4,41,20.4,17.2,14.9
10,4,42,19.7,15.8,15.1
10,4,43,19.8,15.6,14.7
10,4,44,19.4,15.9,14.8
10,4,45,20,16.1,14.5
10,4,46,18.5,13.9,14.8
10,4,47,20.2,12.2,16.2
10,4,48,18.6,14.5,14.4
10,4,49,19.6,15.2,14.2
10,4,50,18.5,17.8,14.8
10,4,51,20,16.5,14.9
10,4,52,20.8,16.3,14.7
10,4,53,24.6,15.1,13.2
10,4,54,19.1,16.5,12.3
10,4,55,18.3,16.9,13.9
10,4,56,14.3,16.4,15
10,4,57,19.4,17,16
10,4,58,19,16.2,8.7
10,4,59,25.7,15.4,16
10,4,60,20.2,16.5,15.9
10,4,61,19.2,15.1,17.1
10,4,62,19.5,17.6,16.5
10,4,63,20.5,17.4,15.7
10,4,64,20.6,16.5,14.6
10,4,65,19.7,16.1,16.6
10,4,66,19,18.3,16.1
10,4,67,21,17.8,15.6
10,4,68,19,17,15.6
10,4,69,20,16.2,15.4
10,4,70,19.2,17.1,15.9
10,4,71,19,15.4,15.2
10,4,72,19,15,13.4
10,4,73,20.5,15,14.5
10,4,74,19.7,16.9,15.2
10,4,75,15.7,18.3,14.8
10,4,76,19,14.6,13.6
10,4,77,18.6,14.9,14.9
10,4,78,17.7,17.4,13.5
10,4,79,19.7,15.9,13.8
10,4,80,18.7,16,14.7
10,4,81,18.8,14.1,15.6
10,4,82,18.7,15.5,14.4
10,4,83,17.7,17.6,14.4
10,4,84,19.2,14.8,16.7
10,4,85,18.4,15.9,14.4
10,4,86,20.1,14.4,14.5
10,4,87,18.8,16.8,15.3
10,4,88,17.4,16.7,12.8
10,4,89,17.9,16.2,14.1
10,4,90,19.5,15,14.9
10,4,91,17.8,15.2,13.4
10,4,92,17.2,16.9,13.9
10,4,93,18.1,12.5,11.9
10,4,94,20.2,14.6,14.5
10,4,95,17.5,15.1,12.7
10,4,96,18.3,14.8,13.5
10,4,97,18.5,14.7,13.7
10,4,98,16.9,14.1,14.5
10,4,99,16,14.7,15.1
10,4,100,19.2,14.4,14.8
10,4,101,17.4,13,14.5
10,4,102,17.7,14.6,14.6
10,4,103,17.8,14.9,13.4
10,4,104,18.3,14.7,13
10,4,105,17.5,14.8,14.1
10,4,106,16,15.4,14.1
10,4,107,17,15.2,14
10,4,108,17.3,15.3,13.8
10,4,109,18.6,15,13.1
10,4,110,19.3,14.8,13.7
10,4,111,18.1,15.1,14.5
10,4,112,18.6,15.4,15
10,4,113,18,15.3,13.1
10,4,114,18.5,15.2,12.9
10,4,115,17.5,14.7,13
10,4,116,18.4,15.6,15.1
10,4,117,18.4,15.9,14.8
10,4,118,20.4,14.5,14.7
10,4,119,17.4,16,14.5
10,4,120,19.2,13.6,13.6
10,4,121,19.6,14.1,14.5
10,4,122,17.3,14.8,14.3
10,4,123,17,14.9,14.5
10,4,124,17.4,13,14.9
10,4,125,17.8,14.4,13.9
10,4,126,17.5,15.9,15.4
10,4,127,16.9,14.4,14.4
10,4,128,16.9,13.7,13.1
10,4,129,16.6,14.3,14.9
10,4,130,16.7,14.4,13.8
10,4,131,17.1,13.6,13
10,4,132,17.9,15.3,13.4
10,4,133,18.7,14.9,12.4
10,4,134,16.8,14.3,12.8
10,4,135,16.9,15.2,14.1
10,4,136,17.7,13.9,13.1
10,4,137,18.5,14.2,13.2
10,4,138,16.6,14.3,14.6
10,4,139,19,14.7,12.7
10,4,140,17.8,14.1,13.3
10,4,141,17.7,14.1,15.5
10,4,142,19.2,15,13.4
10,4,143,17.2,14.8,13.5
10,4,144,17.1,14.5,14.2
10,4,145,18.6,14.7,13.5
10,4,146,18,14,14.4
10,4,147,16.1,14.5,13.7
10,4,148,17,12.7,14.2
10,4,149,17.3,14.3,13.1
10,4,150,18.4,14.7,12.8
10,4,151,17,14.2,13.9
10,4,152,17.6,14.6,13.7
10,4,153,17.3,14.2,13.8
10,4,154,17.3,15.1,13.3
10,4,155,19.1,14.8,13.5
10,4,156,19.6,14.8,12.8
10,4,157,18.4,13.7,13.8
10,4,158,17.3,14.9,13.6
10,4,159,18.3,13.1,12.4
10,4,160,17.9,14.8,13.3
10,4,161,16,14,12.2
10,4,162,17.7,12.6,14.3
10,4,163,17.1,14.2,13.2
10,4,164,17.6,13.2,12.4
10,4,165,17.4,15.9,12.6
10,4,166,16.3,13.5,12.4
10,4,167,15.9,12.8,10.9
10,4,168,14.3,11.8,11.7
10,4,169,15.5,13.5,12.6
10,4,170,16.3,12.5,12.3
10,4,171,17.6,13,12.6
10,4,172,16.2,14.1,11.6
10,4,173,16.1,13,13.9
10,4,174,16.2,14.7,13
10,4,175,16,12.7,15.1
10,4,176,17.7,12.4,13.1
10,4,177,16.8,12.7,13.6
10,4,178,16.7,11.7,9.9
10,4,179,18.3,13,12.2
10,4,180,17.8,12.2,13.1
10,4,181,17.6,12.8,9.7
10,4,182,17.5,11.3,12.7
10,4,183,18.9,13,12.8
10,4,184,18.2,13.9,10.8
10,4,185,17.3,13,12.2
10,4,186,18.2,12.5,12.2
10,4,187,17.1,11.6,11.9
10,4,188,19.3,10.7,12.3
10,4,189,18.2,12.2,13.5
10,4,190,18.5,13,12.1
10,4,191,16,12.6,11.5
10,4,192,17.1,12.1,10.3
10,4,193,17.8,12.4,11.4
10,4,194,17.7,10.5,12.4
10,4,195,19.2,11,10.6
10,4,196,17.8,13.2,11.2
10,4,197,17.9,11.3,11.4
10,4,198,17.6,13,11.7
10,4,199,16.8,12.9,10.6
10,4,200,18.5,12.9,11.5
10,4,201,17.5,12.7,11.4
10,4,202,17.4,12,10.7
10,4,203,17.7,12.6,11.2
10,4,204,17.7,11.6,11.2
10,4,205,19.3,11.2,10.9
10,4,206,16.5,11.3,11.4
10,4,207,17.1,11.5,10.5
10,4,208,16.2,12,10.3
10,4,209,16.8,13.3,11.8
10,4,210,17.1,12.8,12
10,4,211,16.7,12,11.8
10,4,212,16.2,10.9,10.8
10,4,213,15.3,11.4,10
10,4,214,16.6,11.6,10.4
10,4,215,15.9,11.7,10.6
10,4,216,14.8,12.4,10
10,4,217,15.9,10,12.1
10,4,218,16.2,10.3,11.2
10,4,219,15.8,11.6,9.9
10,4,220,16.5,12,10
10,4,221,16,12,11.2
10,4,222,17.4,10.8,12.2
10,4,223,13.5,15.3,11.3
10,4,224,17.4,11.5,10.8
10,4,225,16.1,12.2,9.4
10,4,226,15.2,10,11.3
10,4,227,15.8,11.3,11.6
10,4,228,16.5,12.6,9.9
10,4,229,16.2,11.2,11.9
10,4,230,16.6,12.8,10.4
10,4,231,16.1,11.7,9.7
10,4,232,15.9,11.5,10.5
10,4,233,14.6,11.8,10
10,4,234,16.1,11.1,8.8
10,4,235,16.8,11.8,10.2
10,4,236,16,12,9.2
10,4,237,13.6,11.3,10.4
10,4,238,15.6,10.2,11.8
10,4,239,16.7,10.3,10.6
10,4,240,15.4,9.8,10.8
10,4,241,14.5,10.9,8.6
10,4,242,16.1,9.9,11
10,4,243,16.6,11.7,10.6
10,4,244,15.6,10.7,10.3
10,4,245,16.5,9.7,11.4
10,4,246,16.5,10.7,9.9
10,4,247,16.1,9,10.1
10,4,248,14.6,10.2,11.7
10,4,249,16.5,9.2,10.7
10,4,250,15.2,10.8,10.8
10,4,251,13.4,13.4,9.3
10,4,252,15.8,10.4,9.9
10,4,253,12.5,11.2,8.6
10,4,254,13.9,9.2,9.8
10,4,255,14.8,11.4,9
10,4,256,14.6,8.8,10.3
10,4,257,14.5,9.9,10.1
10,4,258,15.7,10.9,8.7
10,4,259,15.2,10,9.2
10,4,260,14,10.6,7.6
10,4,261,16,9.9,9.4
10,4,262,13.9,9.6,9.2
10,4,263,15.7,9.8,9.2
10,4,264,14.9,10.4,7.4
10,4,265,14.8,9.6,9.3
10,4,266,14.1,8.8,8.2
10,4,267,14.1,9,10
10,4,268,15.8,9.8,8.2
10,4,269,13.1,9.6,10.1
10,4,270,15,9.1,8.7
10,4,271,14.5,9.9,8.5
10,4,272,14.1,9.4,8.7
10,4,273,14.7,9.4,9
10,4,274,14.1,9.2,7.7
10,4,275,12.4,9.5,8.5
10,4,276,15,9.7,8.8
10,4,277,14,8.7,8.7
10,4,278,14.1,9,8.6
10,4,279,13.2,8.9,8.2
10,4,280,13.1,9.1,8.6
10,4,281,13.4,9.2,8.1
10,4,282,13.3,9.1,7.2
10,4,283,13.1,8.4,10.2
10,4,284,12.6,9.9,8.8
10,4,285,12.9,8.1,8.3
10,4,286,12.4,8.8,7.2
10,4,287,13.2,10,6.4
10,4,288,13.6,9.5,6.8
10,4,289,13,9.8,5.3
10,4,290,16.5,8.5,8.9
10,4,291,12.4,9.7,8
10,4,292,10.4,9.2,8.7
10,4,293,12.6,8.1,7.9
10,4,294,13.1,8.2,7.4
10,4,295,12.9,9,7.3
10,4,296,10.7,6.1,7.9
10,4,297,10.2,8,5.6
10,4,298,10.6,8.5,7.5
10,4,299,9.3,7.9,5.6
10,4,300,11.1,7.1,7.1
10,4,301,10.5,7.7,7.8
10,4,302,11.2,8.1,6.6
10,4,303,12.1,7.7,7.6
10,4,304,10.8,7.2,7.3
10,4,305,10.7,7.9,6.1
11,1,4,,12.2,10.6
11,1,5,16.2,11,11.5
11,1,6,15.8,12.3,11.4
11,1,7,19.5,11.1,11.8
11,1,8,15.7,13.8,13.5
11,1,9,16.9,12.4,13.4
11,1,10,17.9,10.5,10.6
11,1,11,16.6,11.9,10.9
11,1,12,14.2,10.5,9.1
11,1,13,15,10.2,11.1
11,1,14,15.8,11.3,9.2
11,1,15,14.3,11.6,10.3
11,1,16,16.6,12.4,12
11,1,17,17.7,13.2,12.5
11,1,18,15.9,10.7,11.5
11,1,19,17,10.4,12.1
11,1,20,12.9,11.9,12.5
11,1,21,17.7,12.8,11.8
11,1,22,14.7,13.1,11.8
11,1,23,18.6,11.2,15.4
11,1,24,16.1,12.3,10.2
11,1,25,19.8,11.7,13.8
11,1,26,18.6,14.5,12.6
11,1,27,18.5,13.5,12.1
11,1,28,16.7,13.1,12.3
11,1,29,18.4,13.4,13.2
11,1,30,16.8,13.9,12.9
11,1,31,19.1,14.6,12.4
11,1,32,16.2,16.4,13.4
11,1,33,16.2,13.6,11.9
11,1,34,19.7,15.8,12.6
11,1,35,18.9,16.8,14.7
11,1,36,20.6,13.4,13.9
11,1,37,21.5,16.5,12.6
11,1,38,22.3,15.7,15.3
11,1,39,23,17.6,14.4
11,1,40,22.3,15.1,16.3
11,1,41,22.1,18,16.3
11,1,42,23,15,17.3
11,1,43,22.6,19.3,17.8
11,1,44,22.4,15.6,18
11,1,45,22.4,17.4,17.4
11,1,46,22.8,18.2,13.9
11,1,47,24.7,17.6,17.8
11,1,48,22.1,18.7,16.8
11,1,49,20.9,17,14.8
11,1,50,22,17,16.1
11,1,51,22.6,14,19.6
11,1,52,16.1,13.6,15.7
11,1,53,22.4,17.8,17.6
11,1,54,22.9,18.2,2.4
11,1,55,2.6,1.2,4.6
11,1,56,0.6,,
11,1,57,0.5,0.5,0.5
11,1,58,0.6,,0.8
11,1,59,0.9,0.6,4.7
11,1,60,2,5.5,6.3
11,1,61,3.7,0.5,7.7
11,1,62,8.2,4.8,7.3
11,1,63,10.4,6.9,7.2
11,1,64,12.5,7.8,8.7
11,1,65,13.5,8.1,9.2
11,1,66,12.7,9.3,7.3
11,1,67,13.3,9.7,9.6
11,1,68,12.6,9.5,10.1
11,1,69,14.4,10,9.8
11,1,70,16.9,11.2,9.3
11,1,71,16.9,12.3,11.1
11,1,72,17.8,9.7,10.9
11,1,73,16.8,11.7,13
11,1,74,16.8,11.8,7.7
11,1,75,19.1,12.4,11.2
11,1,76,17.8,13,11.4
11,1,77,17,13.1,11.4
11,1,78,17,12.4,12.4
11,1,79,17.4,12.9,14.6
11,1,80,16.4,13.9,11.3
11,1,81,16.6,12.1,13.5
11,1,82,18.3,11.8,12.3
11,1,83,16,14.2,12.6
11,1,84,21.5,13.7,12.7
11,1,85,18.5,12.7,14.3
11,1,86,17.9,13.1,11.6
11,1,87,17.5,12.5,13
11,1,88,17.9,15.5,13.7
11,1,89,18.5,13.8,13.9
11,1,90,18,15.1,12.3
11,1,91,19.6,13.4,13.3
11,1,92,20.4,14.8,11.6
11,1,93,20.9,14.6,13.4
11,1,94,20.2,15.6,15.1
11,1,95,21,15.9,13.1
11,1,96,20.9,14.5,12.9
11,1,97,20.7,15.8,13
11,1,98,21.2,16.1,13.3
11,1,99,17.2,15.4,14.2
11,1,100,19,12,18.6
11,1,101,18.5,15.6,16.4
11,1,102,20.6,14.7,13.5
11,1,103,19.1,15.5,14.4
11,1,104,17.2,18.3,13.3
11,1,105,19.4,14.9,13.3
11,1,106,21.6,15.5,15
11,1,107,20,15.8,14.5
11,1,108,20.8,16.6,15.2
11,1,109,20.5,15,13.9
11,1,110,22,14.9,15.4
11,1,111,20.7,14.4,13.7
11,1,112,19.6,14,12.1
11,1,113,20.7,18.1,13.3
11,1,114,17.5,15.8,12.9
11,1,115,20.2,14.3,12.4
11,1,116,21.7,17.7,13.8
11,1,117,19.9,15.1,14.3
11,1,118,21.1,16.9,15.2
11,1,119,20.7,15.7,13.5
11,1,120,19.3,16.2,14.2
11,1,121,22.1,15.6,15.2
11,1,122,21.4,16,12.3
11,1,123,21,15.8,14.5
11,1,124,21.7,15.3,13
11,1,125,18.7,15.3,15.4
11,1,126,20.6,13.9,13.8
11,1,127,20.6,14.3,13.9
11,1,128,19.9,14.9,14
11,1,129,20,16,13.5
11,1,130,20.7,14.8,14.6
11,1,131,20.5,16,13.2
11,1,132,19.8,15,14.4
11,1,133,19.8,15.2,12.2
11,1,134,16.9,14.7,12.5
11,1,135,19.9,15.3,13.9
11,1,136,18.9,14.6,12
11,1,137,19.1,14.2,14.4
11,1,138,17.5,16.9,13.7
11,1,139,20.2,16.8,14.4
11,1,140,17.6,14,15.4
11,1,141,20.1,15.9,3.2
11,1,142,19.5,14.1,14.4
11,1,143,20.2,15.8,13.6
11,1,144,18.4,13.1,13.4
11,1,145,19.6,15.6,14.8
11,1,146,22,14.6,12.9
11,1,147,20.4,13.7,12.1
11,1,148,21.7,15.1,14.5
11,1,149,19.2,15.2,11.8
11,1,150,20.4,14.8,14
11,1,151,20.2,15.8,14
11,1,152,20.1,16,13.3
11,1,153,21.6,13.4,14
11,1,154,20,16.5,19
11,1,155,19.9,12.1,12.4
11,1,156,20.5,14.7,12
11,1,157,20.8,2.5,7.2
11,1,158,3,13,1.9
11,1,159,0.5,12.6,1.7
11,1,160,2.3,,8.1
11,1,161,10.5,11.9,14
11,1,162,17,9.6,9.4
11,1,163,15.3,10.6,10.6
11,1,164,15.1,12.6,11.2
11,1,165,15.6,13,10.9
11,1,166,17.1,12.9,12.2
11,1,167,17.7,13,11.7
11,1,168,16.1,12.2,12.6
11,1,169,18.7,13.2,10.5
11,1,170,16.8,12.2,12.2
11,1,171,17.7,14.2,11.6
11,1,172,18.2,13.7,8.3
11,1,173,16.8,14.5,11.6
11,1,174,19,13.3,13.2
11,1,175,17.6,14.8,12.1
11,1,176,19.5,13.6,11.2
11,1,177,19.8,11.9,12.3
11,1,178,18.5,11.3,11.2
11,1,179,17.6,12.5,10.6
11,1,180,20.6,11.1,14.6
11,1,181,19.9,14.6,12.6
11,1,182,19.8,13.2,12.2
11,1,183,18.5,16.3,12.3
11,1,184,18.8,13.6,12.9
11,1,185,19,12.9,9.9
11,1,186,20.2,15.7,13.5
11,1,187,18.9,12.6,11.1
11,1,188,18.2,13.9,10.8
11,1,189,20.6,14.8,11.7
11,1,190,17.9,16,12.5
11,1,191,19.6,14.4,13.1
11,1,193,19.4,14.3,12.2
11,1,194,18.8,13.7,12.7
11,1,195,18.3,12.1,12.4
11,1,196,18.6,14.2,12.3
11,1,197,17.8,14.2,11.9
11,1,198,18.7,12.4,13.9
11,1,199,17.8,14.7,12.6
11,1,200,19.3,14.1,11.8
11,1,201,20.2,,11.9
11,1,202,17.6,13.7,13.7
11,1,203,17.7,13.2,13.2
11,1,204,18.6,13.5,13.9
11,1,205,19.3,13.2,11.8
11,1,206,19.7,13.2,12.9
11,1,207,,14.6,11.7
11,1,208,18.4,14.8,10.3
11,1,209,18.6,11.6,12.9
11,1,210,18.1,12.1,12.2
11,1,211,19.3,13.8,13.4
11,1,212,17.8,11,15.2
11,1,213,16.7,12.1,12.4
11,1,214,18.9,13.7,11
11,1,215,16.8,14.7,12.4
11,1,216,19.9,12.6,13.1
11,1,217,19.3,13.7,12.8
11,1,218,19.1,11.6,15.6
11,1,219,18.5,15.1,13.6
11,1,220,18.1,13.8,9.6
11,1,221,21.7,12.8,11.6
11,1,222,20,13.1,11.3
11,1,224,16.3,7.5,9.6
11,1,225,19.4,12.8,11.9
11,1,226,19.2,12.2,11.4
11,1,227,19.1,13.1,12.6
11,1,228,17.9,12.9,12.1
11,1,229,19.7,12.7,12.2
11,1,230,18.5,14,12.7
11,1,231,16.3,15.1,12.3
11,1,232,18.5,13,10.9
11,1,233,19.1,11.3,10.1
11,1,234,19.2,11,11.6
11,1,235,17.5,13,10.7
11,1,236,17.4,11.8,12.5
11,1,237,14.2,14.4,10.6
11,1,238,18.7,10.5,9.7
11,1,239,18.3,13.7,10.6
11,1,240,19,11.5,11.5
11,1,241,18.4,12.3,12.1
11,1,242,19.4,,11.1
11,1,243,17.3,12.4,12
11,1,244,17.5,10.6,12.8
11,1,245,17.5,11.1,13.1
11,1,246,17.3,14.3,10.8
11,1,247,17.5,11.5,13.7
11,1,248,19,13.2,10.9
11,1,249,19.5,12.2,12.3
11,1,250,18.8,,12.8
11,1,251,17.6,14.2,11
11,1,252,19.1,11.4,12.5
11,1,253,19.8,12.6,11.3
11,1,254,21.2,12.4,12.3
11,1,255,19.1,,13
11,1,256,17.2,11.4,10.5
11,1,257,18.8,12.4,8.5
11,1,258,18,13.6,11.4
11,1,259,17,13.2,10.5
11,1,260,4.6,22.7,10.6
11,1,261,18,12.1,10.5
11,1,262,18.7,9.6,13
11,1,263,16.4,13.3,9.5
11,1,264,22.3,9.1,12.3
11,1,265,20.8,11.2,10.6
11,1,266,18.7,9.5,12.9
11,1,267,19.1,11.8,12.5
11,1,268,16.9,11,12.8
11,1,269,16.1,11,14.4
11,1,270,15.9,13,10.5
11,1,271,17.5,11.2,9.6
11,1,272,17.5,12.7,10.4
11,1,273,18.5,11.4,9.6
11,1,274,16.8,12.2,9.8
11,1,275,19.1,11.6,12.6
11,1,276,18.8,10.6,10.2
11,1,277,17.2,,10.4
11,1,278,17.6,9.9,10.2
11,1,279,17.5,10.8,11.4
11,1,280,17.4,11.3,10.7
11,1,281,18.4,10.7,11.9
11,1,282,18.8,13.2,10.5
11,1,283,17.1,12.4,9.8
11,1,284,17.3,10.3,10.6
11,1,285,,11.4,1.8
11,1,286,17.1,13.1,12.1
11,1,287,16,11.8,11.4
11,1,288,18.2,9.2,12.5
11,1,289,18.7,11.3,10.1
11,1,290,,11.2,10.3
11,1,291,17.4,10.6,12.2
11,1,292,17.1,,5.8
11,1,293,22.2,11.1,7.8
11,1,294,19.1,10.1,8.5
11,1,295,17.9,9.6,12.8
11,1,296,15.1,12.1,12.5
11,1,297,15.6,12,8.2
11,1,298,,11.9,10.7
11,1,299,17.5,10.3,11.5
11,1,300,16.4,9.7,11.5
11,1,301,18,11.6,10.9
11,1,302,18.2,12.2,11
11,1,303,17.9,10.8,10.9
11,1,304,14.9,12.1,12.6
11,1,305,15.3,13.8,10.6
12,4,3,,,7.2
12,4,4,14.3,13.5,10.7
12,4,5,,12.5,
12,4,6,,15,14.1
12,4,7,15,,
12,4,8,,,13.9
12,4,9,,15,13.6
12,4,10,15.5,13.8,14.4
12,4,11,17.4,15.3,13.5
12,4,12,17.7,14.3,15.1
12,4,13,15,14.7,14.1
12,4,14,16.1,14.2,14.1
12,4,15,16.1,15,16.8
12,4,16,16.3,14.6,15.6
12,4,17,17.3,14.6,16
12,4,18,16.6,14.6,15.4
12,4,19,16.4,16.1,15.3
12,4,20,16.2,17,16.6
12,4,21,18.1,15.1,13.4
12,4,22,14.7,16.5,15.7
12,4,23,19.8,13.8,15.4
12,4,24,17.2,15.4,15.4
12,4,25,16.9,14.5,15.3
12,4,26,17,15.5,15.6
12,4,27,16.5,15.4,15.3
12,4,28,17.2,17.5,15.3
12,4,29,17,16.8,19
12,4,30,15.4,15.5,20.2
12,4,31,16.8,15.6,10.8
12,4,32,16.7,11.8,9.2
12,4,33,17.1,10.6,7.7
12,4,34,16.8,14.7,13.1
12,4,35,16.7,13.1,13.6
12,4,36,,14,15.4
12,4,37,17.6,14.5,12.9
12,4,38,18.4,14.8,11.8
12,4,39,20.2,13.3,12
12,4,40,17.3,13.8,17.7
12,4,41,22.4,13.6,16.5
12,4,42,18.8,17.4,13
12,4,43,20.5,17.8,13.4
12,4,44,19.3,18.5,17.1
12,4,45,19.6,15.6,14.3
12,4,46,19.3,15.3,14.4
12,4,47,22.3,14.9,19
12,4,48,19.8,16.1,16.4
12,4,49,19.9,16.5,16.8
12,4,50,,17.5,16.9
12,4,51,,16.3,16.8
12,4,52,18.1,15.4,17.6
12,4,53,,15,16.8
12,4,54,,16,16.4
12,4,55,,15.9,16.8
12,4,56,,15.9,16.7
12,4,57,,14.5,16.9
12,4,58,17.9,8.1,7.3
12,4,59,,14.4,16.5
12,4,60,8.1,14.9,19.8
12,4,61,,14.6,19.3
12,4,63,,,16.1
12,4,64,,,16
12,4,65,17.8,,15.8
12,4,66,17.2,,22
12,4,67,18.7,,16.6
12,4,68,17.7,,16.6
12,4,69,15.9,,20.1
12,4,70,15,,22.2
12,4,71,17,,20.4
12,4,72,14.7,,19.1
12,4,73,16.6,,20.3
12,4,74,16.5,,19.3
12,4,75,12.7,,19.7
12,4,76,15.5,,20.3
12,4,77,12.9,13,19.5
12,4,78,15.5,,18.7
12,4,79,14.9,,20
12,4,80,14.8,,16
12,4,81,11,,16.3
12,4,82,13.9,,16.6
12,4,83,13.1,13.1,15.9
12,4,84,13.7,,17.6
12,4,85,9.6,9.6,13.1
12,4,86,7.3,7.3,15.9
12,4,87,11.9,,15.9
12,4,88,11.4,,7.5
12,4,89,12.2,,9.8
12,4,90,11.9,7.2,13.6
12,4,91,11.6,7.8,13.3
12,4,92,,,12.6
12,4,93,,,8.2
12,4,94,,9,8.9
12,4,95,,,10.6
12,4,96,,9.2,11.6
12,4,97,,7.9,11.2
12,4,98,12.4,8.2,10.7
12,4,99,,8.2,9.6
12,4,100,12.2,9.2,9.3
12,4,101,,8.6,
12,4,102,12.3,6.8,10.2
12,4,103,,8.3,10.1
12,4,104,13.5,8.3,10.9
12,4,105,,10.9,7.3
12,4,106,12.5,9.4,8.9
12,4,107,,8.8,9.5
12,4,108,,11.9,9.5
12,4,109,13.8,9.2,9.5
12,4,110,,13.1,9.5
12,4,111,,10.2,13.7
12,4,112,15.3,10.6,9.9
12,4,113,,10.5,6.9
12,4,114,7.8,4.8,9.6
12,4,115,6.3,6.3,9.4
12,4,116,11.1,10.2,9.4
12,4,117,14.7,9.4,10.4
12,4,118,11.1,9.3,11.1
12,4,119,11.1,8.7,12.1
12,4,120,15.2,8.5,12.9
12,4,121,11,8.2,10.7
12,4,122,11.6,8.7,13.5
12,4,123,17.5,8.5,11.4
12,4,124,11.7,8.2,10.8
12,4,125,15.8,,13.8
12,4,126,15.7,,12.2
12,4,127,14.1,12.5,12.2
12,4,128,15.9,14.3,12.1
12,4,129,14.6,,12.2
12,4,130,15.2,13.4,13.7
12,4,131,14.7,,12.2
12,4,132,15.2,,12.4
12,4,133,12.2,12.6,13.7
12,4,134,15,,
12,4,135,13.2,13.7,13.7
12,4,136,14.3,,
12,4,137,15.5,12.2,12.3
12,4,138,15.8,11.3,12.3
12,4,139,15.7,13.2,11.9
12,4,140,14.5,12.8,
12,4,141,14.5,12.6,13
12,4,142,14.8,12.6,
12,4,143,15.2,12.5,13.7
12,4,144,15.1,11,14
12,4,145,15.7,13.8,13
12,4,146,14.7,12.7,12.8
12,4,147,14.9,12.4,13.3
12,4,148,16.4,12.5,13.8
12,4,149,14.8,13,13.4
12,4,150,16.4,13.3,14.5
12,4,151,15.4,14.2,13.5
12,4,152,19,12.9,13.1
12,4,153,16,12,12.5
12,4,154,16.1,12.9,13.1
12,4,155,17,12.5,13.4
12,4,156,16.5,13,13.4
12,4,157,16.3,13,12.6
12,4,158,16.6,11.4,13.1
12,4,159,15.5,11.7,12.7
12,4,160,13.9,15.1,13
12,4,161,16.5,12.8,13.6
12,4,162,16.4,12.8,12.9
12,4,163,17.9,12.4,11.1
12,4,164,16.2,14.3,10.6
12,4,165,17.9,12.9,12.3
12,4,166,14.5,13.1,11.7
12,4,167,15.4,12,12.5
12,4,168,17.4,12,12.7
12,4,169,16.8,13,12.7
12,4,170,16.6,12.8,10.9
12,4,171,16.4,12.9,11.9
12,4,172,16.4,10.2,12.1
12,4,173,15.7,12.1,12.1
12,4,174,16.4,11.3,12.1
12,4,175,16.4,12,11.6
12,4,176,15.1,12.1,12
12,4,177,16.3,12,11.9
12,4,178,14.3,12,12
12,4,179,16.1,12.1,12.6
12,4,180,16,12.5,11.1
12,4,181,15.8,11.7,12.2
12,4,182,15.9,12.7,11.9
12,4,183,15.6,12.1,11.9
12,4,184,14.7,12.1,12
12,4,185,15.5,11.2,12
12,4,186,15.6,12,12
12,4,187,15.6,12,9.9
12,4,188,15.9,11.2,10.8
12,4,189,15.3,12,12
12,4,190,15.5,12.9,12.3
12,4,191,15.1,9.9,13.3
12,4,192,15.5,11.9,11.9
12,4,193,14.3,,11
12,4,194,15.3,,11
12,4,195,15.6,11,11.8
12,4,196,15.2,12.3,11.7
12,4,197,14.3,11.6,13.4
12,4,198,16.3,11.7,10.9
12,4,199,15.2,11.7,11.7
12,4,200,14.7,11.6,11.1
12,4,201,14,11.7,12.2
12,4,202,15.1,13.2,9.9
12,4,203,15.8,,11.6
12,4,204,15,12.2,12.6
12,4,205,15.9,12.7,11.5
12,4,206,15.1,12.8,12.9
12,4,207,15.6,13.8,12.4
12,4,208,15.2,12.9,11.9
12,4,209,15.2,13.4,10.1
12,4,210,15.2,13.8,11.8
12,4,211,15.2,13.1,10.3
12,4,212,16,12.7,11.9
12,4,213,15.8,12.5,11.5
12,4,214,15.4,13.2,11.4
12,4,215,15.1,12.2,11.1
12,4,216,15.4,13.2,11.7
12,4,217,15.4,13,11.4
12,4,218,15.1,12.8,10
12,4,219,15.5,12.8,11.3
12,4,220,16.5,12.8,11.2
