ID,Parity,DIM,milk
35,1,127,50.5
35,1,128,50.8
35,1,129,48.9
35,1,130,39.5
35,1,131,29.8
35,1,132,31.9
35,1,133,40.7
35,1,134,41.8
35,1,135,44.1
35,1,136,44.4
35,1,137,42.8
35,1,138,43.7
35,1,139,42.1
35,1,140,43.5
35,1,141,45.6
35,1,142,43.8
35,1,143,41
35,1,144,42.9
35,1,145,44.1
35,1,146,44.8
35,1,147,42.1
35,1,148,45
35,1,149,43
35,1,150,42.8
35,1,151,44.1
35,1,152,45.1
35,1,153,43.6
35,1,154,43.8
35,1,155,45.1
35,1,156,43.7
35,1,157,43.6
35,1,158,42
35,1,159,42.7
35,1,160,44.6
35,1,161,44
35,1,162,42.7
35,1,163,44.1
35,1,164,42.8
35,1,165,45
35,1,166,42.4
35,1,167,45.7
35,1,168,43.9
35,1,169,45.7
35,1,170,43.7
35,1,171,46.2
35,1,172,45.1
35,1,173,45
35,1,174,44.6
35,1,175,45.4
35,1,176,42.3
35,1,177,42.2
35,1,178,44.6
35,1,179,44.8
35,1,180,44
35,1,181,45
35,1,182,44.1
35,1,183,43.7
35,1,184,44
35,1,185,45.2
35,1,186,47
35,1,187,49.4
35,1,188,40.9
35,1,189,45.6
35,1,190,47
35,1,191,45
35,1,192,46.1
35,1,193,44.8
35,1,194,42.3
35,1,195,44.7
35,1,196,43.9
35,1,197,42.6
35,1,198,39.2
35,1,199,43.6
35,1,200,41.7
35,1,201,42.1
35,1,202,42
35,1,203,40.9
35,1,204,35.1
35,1,205,37
35,1,206,41.6
35,1,207,37.9
35,1,208,43.2
35,1,209,44.8
35,1,210,43.7
35,1,211,44
35,1,212,45.9
35,1,213,44
35,1,214,43.1
35,1,215,43.9
35,1,216,44.6
35,1,217,45.9
35,1,218,45.8
35,1,219,46
35,1,220,44.1
35,1,221,40.9
35,1,222,26
35,1,223,36.2
35,1,224,38.7
35,1,225,45.1
35,1,226,41.1
35,1,227,42.5
35,1,228,43
35,1,229,43.1
35,1,230,45.1
35,1,231,40.9
35,1,232,45.7
35,1,233,46.2
35,1,234,38.3
35,1,235,43
35,1,236,43.2
35,1,237,42.8
35,1,238,43.1
35,1,239,44.2
35,1,240,45.8
35,1,241,46
35,1,242,43.1
35,1,243,46.3
35,1,244,42.9
35,1,245,45.7
35,1,246,40.2
35,1,247,43.9
35,1,248,44.2
35,1,249,45.2
35,1,250,42.7
35,1,251,42.4
35,1,252,44.4
35,1,253,42.9
35,1,254,42.7
35,1,255,39.5
35,1,256,42.1
35,1,257,40.2
35,1,258,43.2
35,1,259,38.9
35,1,260,43.8
35,1,261,43.8
35,1,262,40.8
35,1,263,44.6
35,1,264,41.2
35,1,265,42.5
35,1,266,42.2
35,1,267,43.2
35,1,268,42.4
35,1,269,44.8
35,1,270,38.6
35,1,271,41.3
35,1,272,42.6
35,1,273,43.8
35,1,274,43.5
35,1,275,42.9
35,1,276,45.9
35,1,277,44.9
35,1,278,44.7
35,1,279,44.7
35,1,280,43
35,1,281,43.7
35,1,282,43.9
35,1,283,42.4
35,1,284,42
35,1,285,42.3
35,1,286,44.2
35,1,287,43.2
35,1,288,39.9
35,1,289,43.7
35,1,290,42.2
35,1,291,40.9
35,1,292,42.2
35,1,293,42.8
35,1,294,40.3
35,1,295,44.9
35,1,296,43
35,1,297,39.9
35,1,298,42
35,1,299,42.5
35,1,300,43.7
35,1,301,36.9
35,1,302,33.7
35,1,303,33
35,1,304,40.8
35,1,305,38.4
36,2,6,8.4
36,2,7,33.1
36,2,8,37.8
36,2,9,35.6
36,2,10,40.1
36,2,11,42.5
36,2,12,42.6
36,2,13,42.4
36,2,14,40.8
36,2,15,42.7
36,2,16,41.3
36,2,17,45.8
36,2,18,48.2
36,2,19,46.7
36,2,20,49.4
36,2,21,50.4
36,2,22,48.7
36,2,23,48.1
36,2,24,48.4
36,2,25,52
36,2,26,49.8
36,2,27,52
36,2,28,53.9
36,2,29,52
36,2,30,54.3
36,2,31,52
36,2,32,52.8
36,2,33,52.8
36,2,34,50.9
36,2,35,54.2
36,2,36,53.7
36,2,37,53.4
36,2,38,55.1
36,2,39,50.6
36,2,40,52.4
36,2,41,52
36,2,42,54.2
36,2,43,50.2
36,2,44,51.6
36,2,45,52.2
36,2,46,49.9
36,2,47,50.9
36,2,48,54.2
36,2,49,56.2
36,2,50,53.9
36,2,51,53.3
36,2,52,51.8
36,2,53,55.1
36,2,54,52.1
36,2,55,53
36,2,56,53.4
36,2,57,52.1
36,2,58,54.3
36,2,59,52.6
36,2,60,49.3
36,2,61,50.7
36,2,62,51.5
36,2,63,44.8
36,2,64,53.6
36,2,65,52.7
36,2,66,51.9
36,2,67,53.5
36,2,68,54.7
36,2,69,52.5
36,2,70,52.4
36,2,71,52.4
36,2,72,54.3
36,2,73,55.1
36,2,74,52.1
36,2,75,50.6
36,2,76,54.7
36,2,77,52.2
36,2,78,52.9
36,2,79,52.6
36,2,80,52.5
36,2,81,53
36,2,82,52.2
36,2,83,50.8
36,2,84,49.1
36,2,85,52
36,2,86,45.9
36,2,87,55
36,2,88,46.7
36,2,89,50.5
36,2,90,54.2
36,2,91,51.7
36,2,92,52
36,2,93,52.9
36,2,94,51.8
36,2,95,49.5
36,2,96,54.9
36,2,97,50.7
36,2,98,52.4
36,2,99,52
36,2,100,52.7
36,2,101,52.5
36,2,102,55.8
36,2,103,47.2
36,2,104,49.3
36,2,105,50.2
36,2,106,52.1
36,2,107,50.5
36,2,108,45.8
36,2,109,53.8
36,2,110,51.4
36,2,111,52.3
36,2,112,50.4
36,2,113,50.6
36,2,114,50.9
36,2,115,51.9
36,2,116,49.3
36,2,117,51.8
36,2,118,48.4
36,2,119,50.2
36,2,120,49.7
36,2,121,47.9
36,2,122,48.6
36,2,123,48.1
36,2,124,50.9
36,2,125,48.2
36,2,126,51.8
36,2,127,47.8
36,2,128,47.5
36,2,129,49.8
36,2,130,48.6
36,2,131,48.1
36,2,132,48.5
36,2,133,48.8
36,2,134,50.3
36,2,135,49.9
36,2,136,50.1
36,2,137,51
36,2,138,50.2
36,2,139,48.7
36,2,140,48
36,2,141,50.3
36,2,142,50.3
36,2,143,47.9
36,2,144,47.6
36,2,145,49.3
36,2,146,48.9
36,2,147,42.2
36,2,148,45.6
36,2,149,49.2
36,2,150,49.5
36,2,151,40.9
36,2,152,49.9
36,2,153,48.3
36,2,154,49.1
36,2,155,48.5
36,2,156,47.7
36,2,157,47
36,2,158,47.6
36,2,159,46
36,2,160,49
36,2,161,49.4
36,2,162,50.4
36,2,163,49.6
36,2,164,47.1
36,2,165,49.3
36,2,166,48.6
36,2,167,48.2
36,2,168,45
36,2,169,49.8
36,2,170,49.5
36,2,171,46.8
36,2,172,46.4
36,2,173,48.4
36,2,174,47.5
36,2,175,48
36,2,176,46.3
36,2,177,47
36,2,178,45.8
36,2,179,46.7
36,2,180,48.7
36,2,181,47.1
36,2,182,45.1
36,2,183,46.2
36,2,184,44.4
36,2,185,45.6
36,2,186,46.7
36,2,187,43.9
36,2,188,46.7
36,2,189,46.7
36,2,190,46.2
36,2,191,47.4
36,2,192,42.9
36,2,193,46
36,2,194,35.6
36,2,195,44.4
36,2,196,46
36,2,197,46.3
36,2,198,47.5
36,2,199,45.3
36,2,200,45
36,2,201,45.7
36,2,202,44.1
36,2,203,43.4
36,2,204,46.9
36,2,205,45.2
36,2,206,42.9
36,2,207,46.3
36,2,208,47.8
36,2,209,42.2
36,2,210,44.6
36,2,211,46.1
36,2,212,45.6
36,2,213,44.4
36,2,214,41.6
36,2,215,43.1
36,2,216,43.4
36,2,217,44.2
36,2,218,43
36,2,219,43.5
36,2,220,44
36,2,221,41.9
36,2,222,40.4
36,2,223,40.8
36,2,224,42.6
36,2,225,40.9
36,2,226,40.2
36,2,227,42.6
36,2,228,41.4
36,2,229,41
36,2,230,42.3
36,2,231,41.9
36,2,232,39.1
36,2,233,40.7
36,2,234,38.3
36,2,235,44
36,2,236,40.2
36,2,237,41.2
36,2,238,40.9
36,2,239,42.2
36,2,240,44.5
36,2,241,42.4
36,2,242,41.3
36,2,243,40.8
36,2,244,36.9
36,2,245,42.5
36,2,246,41.1
36,2,247,41.7
36,2,248,41.6
36,2,249,38.6
36,2,250,39.7
36,2,251,39.2
36,2,252,39.4
36,2,253,42.3
36,2,254,39.4
36,2,255,39.6
36,2,256,39.9
36,2,257,39.6
36,2,258,40.6
36,2,259,33.7
36,2,260,39.5
36,2,261,41.9
36,2,262,39.4
36,2,263,36.9
36,2,264,27.5
36,2,265,37.4
36,2,266,36.1
36,2,267,39
36,2,268,35.5
36,2,269,34.4
36,2,270,37.2
36,2,271,38.7
36,2,272,37.1
36,2,273,38.2
36,2,274,35.9
36,2,275,37.3
36,2,276,37.5
36,2,277,36.7
36,2,278,36.8
36,2,279,34.9
36,2,280,36.9
36,2,281,38.3
36,2,282,36.3
36,2,283,34.7
36,2,284,34.9
36,2,285,34.8
36,2,286,36.3
36,2,287,34.9
36,2,288,34.2
36,2,289,33.7
36,2,290,34.6
36,2,291,33.1
36,2,292,31.8
36,2,293,31.3
36,2,294,30.5
36,2,295,34.8
36,2,296,34.1
36,2,297,30.7
36,2,298,31.1
36,2,299,30.9
36,2,300,29.9
36,2,301,32.7
36,2,302,29.6
36,2,303,29.3
36,2,304,32.1
36,2,305,30
37,1,5,2
37,1,6,31.2
37,1,7,33.3
37,1,8,33.5
37,1,9,9.5
37,1,10,28.6
37,1,11,31.6
37,1,12,33.2
37,1,13,39.3
37,1,14,36.8
37,1,15,34.9
37,1,16,37.9
37,1,17,38.9
37,1,18,38.5
37,1,19,35.9
37,1,20,38.6
37,1,21,24.8
37,1,22,39.1
37,1,23,39.1
37,1,24,38.8
37,1,25,41.4
37,1,26,40.7
37,1,27,42.2
37,1,28,41.7
37,1,29,41.6
37,1,30,43.5
37,1,31,39.6
37,1,32,40.3
37,1,33,38.6
37,1,34,39.9
37,1,35,42
37,1,36,44.1
37,1,37,43.9
37,1,38,44.9
37,1,39,46.3
37,1,40,44.7
37,1,41,42.7
37,1,42,46.3
37,1,43,45.8
37,1,44,44.8
37,1,45,43.9
37,1,46,40.2
37,1,47,41
37,1,48,37.2
37,1,49,39.2
37,1,50,38.7
37,1,51,35.8
37,1,52,33.2
37,1,53,36
37,1,54,36.8
37,1,55,35.3
37,1,56,35.6
37,1,57,32.9
37,1,58,30.3
37,1,59,32.3
37,1,60,33.5
37,1,61,35.5
37,1,62,30.9
37,1,63,29.8
37,1,64,30.3
37,1,65,28.2
37,1,66,29.8
37,1,67,27.8
37,1,68,36.7
37,1,69,30.5
37,1,70,29.4
37,1,71,38.2
37,1,72,31.3
37,1,73,22.5
37,1,74,12.8
37,1,75,5.2
37,1,76,16.9
37,1,77,16.5
37,1,78,18.3
37,1,79,17.8
37,1,80,19.4
37,1,81,18.4
37,1,83,31
37,1,84,18.1
37,1,85,19.4
37,1,86,19.3
37,1,87,32.7
37,1,88,12.1
37,1,89,21.9
37,1,90,19
37,1,91,37.2
37,1,92,13.2
37,1,93,34.1
37,1,94,29
37,1,95,34.3
37,1,96,27.9
37,1,97,37.8
37,1,98,31
37,1,99,33
37,1,100,28.3
37,1,101,33.1
37,1,102,32.9
37,1,103,38
37,1,104,33.8
37,1,105,33
37,1,106,32.3
37,1,107,33.5
37,1,108,35
37,1,109,34.8
37,1,110,34
37,1,111,35.4
37,1,112,34.5
37,1,113,36.8
37,1,114,35.7
37,1,115,34.5
37,1,116,37
37,1,117,36.4
37,1,118,35.8
37,1,119,37.9
37,1,120,37.2
37,1,121,36.8
37,1,122,34.7
37,1,123,38.2
37,1,124,37.6
37,1,125,41.4
37,1,126,34.9
37,1,127,36.1
37,1,128,39.8
37,1,129,41.2
37,1,130,38.6
37,1,131,39.1
37,1,132,37.5
37,1,133,40.1
37,1,134,39.5
37,1,135,39.4
37,1,136,41.4
37,1,137,40.4
37,1,138,41.9
37,1,139,42.6
37,1,140,41.3
37,1,141,41.7
37,1,142,40.9
37,1,143,38.8
37,1,144,42.1
37,1,145,39.8
37,1,146,41.7
37,1,147,42.5
37,1,148,42.3
37,1,149,40.2
37,1,150,40.8
37,1,151,40.5
37,1,152,42.9
37,1,153,41.3
37,1,154,41.6
37,1,155,40.2
37,1,156,41.6
37,1,157,41.1
37,1,158,36.6
37,1,159,41.1
37,1,160,40.6
37,1,161,44.3
37,1,162,42.9
37,1,163,40
37,1,164,42.7
37,1,165,41.4
37,1,166,43.7
37,1,167,43
37,1,168,41.7
37,1,169,43.3
37,1,170,45.1
37,1,171,43.3
37,1,172,40
37,1,173,45
37,1,174,42.6
37,1,175,42.3
37,1,176,44.3
37,1,177,42.1
37,1,178,41.3
37,1,179,42.5
37,1,180,42.3
37,1,181,41.9
37,1,182,41.6
37,1,183,41.1
37,1,184,43.2
37,1,185,42.8
37,1,186,43.5
37,1,187,42.2
37,1,188,42.2
37,1,189,42.2
37,1,190,41.8
37,1,191,42.9
37,1,192,39.9
37,1,193,40.3
37,1,194,39.2
37,1,195,42.5
37,1,196,41.9
37,1,197,38
37,1,198,43.3
37,1,199,41.9
37,1,200,41
37,1,201,40.2
37,1,202,39.2
37,1,203,41.2
37,1,204,40.4
37,1,205,40.7
37,1,206,41.1
37,1,207,40.2
37,1,208,45.3
37,1,209,34.8
37,1,210,40
37,1,211,42
37,1,212,40
37,1,213,41.8
37,1,214,39.5
37,1,215,40.7
37,1,216,40.9
37,1,217,40.4
37,1,218,40.9
37,1,219,42.7
37,1,220,39.8
37,1,221,39
37,1,222,37
37,1,223,39.3
37,1,224,39.7
37,1,225,40.9
37,1,226,40
37,1,227,39.7
37,1,228,38.9
37,1,229,41.9
37,1,230,39.1
37,1,231,41.4
37,1,232,42.3
37,1,233,42
37,1,234,42.5
37,1,235,41.2
37,1,236,41.1
37,1,237,42.9
37,1,238,42.3
37,1,239,43.7
37,1,240,42.8
37,1,241,40.1
37,1,242,38.5
37,1,243,42.9
37,1,244,40.7
37,1,245,40.3
37,1,246,43.7
37,1,247,40
37,1,248,39.9
37,1,249,38.1
37,1,250,40
37,1,251,40.6
37,1,252,43.5
37,1,253,42.9
37,1,254,43.5
37,1,255,43.8
37,1,256,41.6
37,1,257,43.5
37,1,258,43
37,1,259,43
37,1,260,44
37,1,261,43.3
37,1,262,41.3
37,1,263,41.9
37,1,264,43.4
37,1,265,40
37,1,266,41.8
37,1,267,42.5
37,1,268,42.6
37,1,269,41.6
37,1,270,42.7
37,1,271,42.1
37,1,272,39.9
37,1,273,42.9
37,1,274,40
37,1,275,40.1
37,1,276,40.9
37,1,277,40.9
37,1,278,42.2
37,1,279,41.6
37,1,280,40
37,1,281,40.9
37,1,282,41.9
37,1,283,41.5
37,1,284,42.2
37,1,285,41.9
37,1,286,40.3
37,1,287,41.5
37,1,288,37.2
37,1,289,40.1
37,1,290,41.1
37,1,291,39.9
37,1,292,39.3
37,1,293,40.4
37,1,294,40.4
37,1,295,38.3
37,1,296,40.6
37,1,297,40
37,1,298,42
37,1,299,39.8
37,1,300,38.2
37,1,301,40
37,1,302,40.1
37,1,303,39.4
37,1,304,40.1
37,1,305,36
38,1,6,8.6
38,1,7,16.4
38,1,8,29.4
38,1,9,32.2
38,1,10,34.4
38,1,11,33.6
38,1,12,34.6
38,1,13,37.7
38,1,14,35.8
38,1,15,32.9
38,1,16,37.1
38,1,17,32.7
38,1,18,32.2
38,1,19,33.3
38,1,20,38.5
38,1,21,38.5
38,1,22,36.5
38,1,23,37.8
38,1,24,40.1
38,1,25,39.4
38,1,26,41.1
38,1,27,43
38,1,28,41.7
38,1,29,40.7
38,1,30,42.2
38,1,31,43.1
38,1,32,42.6
38,1,33,45.2
38,1,34,43.5
38,1,35,45
38,1,36,44.9
38,1,37,44
38,1,38,44.8
38,1,39,45.2
38,1,40,43.7
38,1,41,46.3
38,1,42,46.8
38,1,43,45.6
38,1,44,44.9
38,1,45,47.3
38,1,46,48.5
38,1,47,48.4
38,1,48,46.9
38,1,49,49.3
38,1,50,48.8
38,1,51,50.4
38,1,52,48.7
38,1,53,49.6
38,1,54,48.5
38,1,55,47.4
38,1,56,44.5
38,1,57,50.6
38,1,58,45.1
38,1,59,40.6
38,1,60,45.5
38,1,61,47.2
38,1,62,49.5
38,1,63,50.7
38,1,64,50.2
38,1,65,49.1
38,1,66,49.5
38,1,67,50.8
38,1,68,49.8
38,1,69,48.4
38,1,70,50.8
38,1,71,51
38,1,72,49.8
38,1,73,48.7
38,1,74,41.2
38,1,75,45.9
38,1,76,49.1
38,1,77,48.5
38,1,78,49.2
38,1,79,50.5
38,1,80,51.3
38,1,81,51.7
38,1,82,49.2
38,1,83,50.3
38,1,84,52.1
38,1,85,50.4
38,1,86,51
38,1,87,53.7
38,1,88,51.9
38,1,89,49.6
38,1,90,48.8
38,1,91,54.9
38,1,92,52.4
38,1,93,54.5
38,1,94,51.3
38,1,95,53.7
38,1,96,50.4
38,1,97,51
38,1,98,51.2
38,1,99,52.1
38,1,100,55.1
38,1,101,49.9
38,1,102,52.7
38,1,103,51.2
38,1,104,50.2
38,1,105,52.6
38,1,106,53.1
38,1,107,51.3
38,1,108,52.4
38,1,109,53.6
38,1,110,51.3
38,1,111,49.2
38,1,112,53.5
38,1,113,52.9
38,1,114,53.4
38,1,115,51.2
38,1,116,51.7
38,1,117,53
38,1,118,52.8
38,1,119,51.1
38,1,120,51
38,1,121,51.1
38,1,122,48.1
38,1,123,49.7
38,1,124,51.8
38,1,125,50.7
38,1,126,51
38,1,127,50.2
38,1,128,52.4
38,1,129,50
38,1,130,50.3
38,1,131,52.8
38,1,132,50.9
38,1,133,52.7
38,1,134,51.5
38,1,135,53.4
38,1,136,53.3
38,1,137,50.5
38,1,138,51.9
38,1,139,51.3
38,1,140,51.7
38,1,141,46.3
38,1,142,50.1
38,1,143,51.1
38,1,144,54.8
38,1,145,48.9
38,1,146,51.8
38,1,147,51.6
38,1,148,31.6
38,1,149,49.5
38,1,150,49
38,1,151,50.9
38,1,152,48.9
38,1,153,44.2
38,1,154,48.8
38,1,155,50.6
38,1,156,50.8
38,1,157,49.5
38,1,158,50.1
38,1,159,54.2
38,1,160,52.1
38,1,161,49.7
38,1,162,49.6
38,1,163,47.6
38,1,164,49.2
38,1,165,49
38,1,166,48.8
38,1,167,51.7
38,1,168,51.4
38,1,169,52.1
38,1,170,46.6
38,1,171,47.1
38,1,172,51.4
38,1,173,48.1
38,1,174,48.9
38,1,175,49.8
38,1,176,47.1
38,1,177,47.6
38,1,178,47.4
38,1,179,48
38,1,180,48
38,1,181,50.9
38,1,182,50.8
38,1,183,33.2
38,1,184,45.2
38,1,185,46.6
38,1,186,48.5
38,1,187,50.5
38,1,188,49.2
38,1,189,47.3
38,1,190,55.4
38,1,191,44
38,1,192,47.9
38,1,193,47.7
38,1,194,49.4
38,1,195,50.2
38,1,196,49.7
38,1,197,47.3
38,1,198,49.4
38,1,199,47.3
38,1,200,49.3
38,1,201,50.8
38,1,202,50.1
38,1,203,46
38,1,204,45.5
38,1,205,47.1
38,1,206,48.3
38,1,207,49.3
38,1,208,49
38,1,209,49.5
38,1,210,49.4
38,1,211,49.7
38,1,212,45.9
38,1,213,38.4
38,1,214,40.7
38,1,215,39.6
38,1,216,32
38,1,217,32.5
38,1,218,33.3
38,1,219,36.5
38,1,220,37.5
38,1,221,41.8
38,1,222,42.4
38,1,223,42.2
38,1,224,45.4
38,1,225,45.7
38,1,226,44.3
38,1,227,45
38,1,228,43.5
38,1,229,44.1
38,1,230,43.7
38,1,231,43.7
38,1,232,45.6
38,1,233,46.7
38,1,234,44.6
38,1,235,47.9
38,1,236,44.3
38,1,237,46.1
38,1,238,44.5
38,1,239,45.9
38,1,240,43.3
38,1,241,42.7
38,1,242,44.4
38,1,243,40.9
38,1,244,43.9
38,1,245,44.3
38,1,246,44.5
38,1,247,45.2
38,1,248,44
38,1,249,44.1
38,1,250,44
38,1,251,44.8
38,1,252,43.6
38,1,253,41.3
38,1,254,48.2
38,1,255,44.8
38,1,256,45.3
38,1,257,44.7
38,1,258,45.5
38,1,259,42.4
38,1,260,44.7
38,1,261,46.4
38,1,262,46.2
38,1,263,44.6
38,1,264,41.8
38,1,265,45.1
38,1,266,46
38,1,267,46
38,1,268,45.3
38,1,269,46.4
38,1,270,41.9
38,1,271,45
38,1,272,45.2
38,1,273,43.6
38,1,274,42.9
38,1,275,46.9
38,1,276,44.7
38,1,277,41.6
38,1,278,46
38,1,279,44.4
38,1,280,46.4
38,1,281,42.2
38,1,282,40.5
38,1,283,42.3
38,1,284,43.6
38,1,285,43.8
38,1,286,43
38,1,287,42.3
38,1,288,43.3
38,1,289,42.7
38,1,290,40.9
38,1,291,42.7
38,1,292,42.1
38,1,293,43
38,1,294,40.5
38,1,295,41.3
38,1,296,42.8
38,1,297,39
38,1,298,42.1
38,1,299,40.9
38,1,300,37.3
38,1,301,32.1
38,1,302,34.7
38,1,303,34.6
38,1,304,38
38,1,305,39.2
39,2,6,4.1
39,2,7,28.8
39,2,8,29.5
39,2,9,32
39,2,10,31.7
39,2,11,38.2
39,2,12,34.7
39,2,13,37.9
39,2,14,36.4
39,2,15,38.8
39,2,16,39.1
39,2,17,40.4
39,2,18,42
39,2,19,43
39,2,20,42.4
39,2,21,40.3
39,2,22,44.1
39,2,23,44.4
39,2,24,41.3
39,2,25,44.5
39,2,26,42
39,2,27,46.6
39,2,28,44
39,2,29,45.6
39,2,30,48.8
39,2,31,44.8
39,2,32,48.7
39,2,33,48.2
39,2,34,49
39,2,35,48.2
39,2,36,50.1
39,2,37,47.4
39,2,38,48.6
39,2,39,48.3
39,2,40,48.5
39,2,41,48.8
39,2,42,49.7
39,2,43,47.4
39,2,44,48.4
39,2,45,50.1
39,2,46,49.6
39,2,47,46.9
39,2,48,46.8
39,2,49,44.9
39,2,50,47.5
39,2,51,46.6
39,2,52,47.1
39,2,53,44.5
39,2,54,49.1
39,2,55,50.4
39,2,56,47.8
39,2,57,47.3
39,2,58,45
39,2,59,48.7
39,2,60,49
39,2,61,49.4
39,2,62,46.6
39,2,63,48.7
39,2,64,51.7
39,2,65,49.6
39,2,66,49.3
39,2,67,48.3
39,2,68,48
39,2,69,47
39,2,70,48.2
39,2,71,47.7
39,2,72,49.9
39,2,73,49.4
39,2,74,47.2
39,2,75,45.7
39,2,76,48.2
39,2,77,46.9
39,2,78,48.6
39,2,79,49.7
39,2,80,47.5
39,2,81,49.9
39,2,82,45.6
39,2,83,49.5
39,2,84,45.1
39,2,85,46.5
39,2,86,43.9
39,2,87,45.1
39,2,88,45.5
39,2,89,46.4
39,2,90,44.4
39,2,91,45.3
39,2,92,45
39,2,93,44.5
39,2,94,46.4
39,2,95,43.5
39,2,96,43.7
39,2,97,46.5
39,2,98,40.6
39,2,99,39.2
39,2,100,43.1
39,2,101,40.7
39,2,102,40.8
39,2,103,44.1
39,2,104,44.7
39,2,105,43.2
39,2,106,45.5
39,2,107,45
39,2,108,43.3
39,2,109,43.6
39,2,110,48.8
39,2,111,40.2
39,2,112,44.1
39,2,113,40.8
39,2,114,45.7
39,2,115,44
39,2,116,44.4
39,2,117,44.4
39,2,118,42.6
39,2,119,44.1
39,2,120,46
39,2,121,44.5
39,2,122,43.8
39,2,123,44.2
39,2,124,47.2
39,2,125,44.3
39,2,126,47
39,2,127,44.7
39,2,128,43.9
39,2,129,45.5
39,2,130,45.4
39,2,131,42.3
39,2,132,46.3
39,2,133,46.4
39,2,134,45.6
39,2,135,45
39,2,136,45.2
39,2,137,44.1
39,2,138,45.3
39,2,139,44.4
39,2,140,46.4
39,2,141,43.2
39,2,142,46
39,2,143,42.5
39,2,144,44
39,2,145,44.8
39,2,146,41.4
39,2,147,43.7
39,2,148,39
39,2,149,43.9
39,2,150,39.8
39,2,151,39.2
39,2,152,43
39,2,153,43
39,2,154,42.5
39,2,155,40.9
39,2,156,42.3
39,2,157,42.2
39,2,158,41.5
39,2,159,43.1
39,2,160,41.8
39,2,161,44.3
39,2,162,40.6
39,2,163,44.1
39,2,164,42.2
39,2,165,39.7
39,2,166,36.4
39,2,167,42.8
39,2,168,39.5
39,2,169,42.1
39,2,170,41.5
39,2,171,40.2
39,2,172,43.4
39,2,173,42.1
39,2,174,43.3
39,2,175,42
39,2,176,42.9
39,2,177,42.2
39,2,178,39.6
39,2,179,39.1
39,2,180,42.9
39,2,181,37.2
39,2,182,41.2
39,2,183,42.4
39,2,184,37.6
39,2,185,40.6
39,2,186,42.2
39,2,187,42.9
39,2,188,42.6
39,2,189,40.5
39,2,190,41.6
39,2,191,41.2
39,2,192,42.2
39,2,193,39.9
39,2,194,41.2
39,2,195,40.8
39,2,196,38.7
39,2,197,41.2
39,2,198,39.6
39,2,199,40.7
39,2,200,39.3
39,2,201,40.4
39,2,202,38.1
39,2,203,38.4
39,2,204,39.5
39,2,205,38.1
39,2,206,36.9
39,2,207,36.9
39,2,208,40.9
39,2,209,38.5
39,2,210,39.7
39,2,211,38
39,2,212,38.8
39,2,213,39.7
39,2,214,37.9
39,2,215,40.1
39,2,216,40.3
39,2,217,39.5
39,2,218,40.9
39,2,219,41
39,2,220,38.2
39,2,221,38.7
39,2,222,38.5
39,2,223,38.2
39,2,224,37.7
39,2,225,39.3
39,2,226,37.6
39,2,227,39.3
39,2,228,36.9
39,2,229,37.4
39,2,230,35.7
39,2,231,33.7
39,2,232,36.1
39,2,233,34.7
39,2,234,36.2
39,2,235,33.3
39,2,236,38.9
39,2,237,36.4
39,2,238,37.8
39,2,239,36.1
39,2,240,38.6
39,2,241,37.2
39,2,242,36.9
39,2,243,23.3
39,2,244,34.4
39,2,245,35.6
39,2,246,37.5
39,2,247,30.8
39,2,248,39.8
39,2,249,35.6
39,2,250,34.3
39,2,251,36
39,2,252,35.8
39,2,253,37.2
39,2,254,38.5
39,2,255,35.4
39,2,256,35.7
39,2,257,32.5
39,2,258,33.7
39,2,259,34.9
39,2,260,37.8
39,2,261,35.5
39,2,262,34.2
39,2,263,32.9
39,2,264,33.4
39,2,265,34.7
39,2,266,31.5
39,2,267,34.3
39,2,268,33.4
39,2,269,32.6
39,2,270,33.2
39,2,271,32.1
39,2,272,34.2
39,2,273,31.2
39,2,274,31
39,2,275,33.2
39,2,276,33.1
39,2,277,29.4
39,2,278,28
39,2,279,27.4
39,2,280,26.1
39,2,281,27.1
39,2,282,28.1
39,2,283,30
39,2,284,28.6
39,2,285,26.1
39,2,286,29
39,2,287,28.8
39,2,288,29.1
39,2,289,28.1
39,2,290,30
39,2,291,26.9
39,2,292,27.5
39,2,293,28.9
39,2,294,29.1
39,2,295,28.1
39,2,296,28.5
39,2,297,27.8
39,2,298,27.4
39,2,299,30.1
39,2,300,28.5
39,2,301,28.9
39,2,302,27.5
39,2,303,28.8
39,2,304,27.9
39,2,305,28.6
40,1,4,12.5
40,1,5,10.8
40,1,6,14.1
40,1,7,18.4
40,1,8,19.7
40,1,9,18.4
40,1,10,26.6
40,1,11,22.2
40,1,12,23.4
40,1,13,25
40,1,14,28
40,1,15,23.9
40,1,16,27
40,1,17,27.8
40,1,18,27.2
40,1,19,27.3
40,1,20,29.6
40,1,21,30
40,1,22,29.7
40,1,23,29.1
40,1,24,31
40,1,25,32.6
40,1,26,33
40,1,27,32.4
40,1,28,30.9
40,1,29,32.2
40,1,30,33.9
40,1,31,32.8
40,1,32,35.4
40,1,33,34.6
40,1,34,34.6
40,1,35,31.4
40,1,36,36
40,1,37,36.1
40,1,38,35.5
40,1,39,33.6
40,1,40,38.6
40,1,41,36.8
40,1,42,34.6
40,1,43,34.8
40,1,44,37
40,1,45,36.8
40,1,46,36.7
40,1,47,36.2
40,1,48,35.8
40,1,49,35.3
40,1,50,35.8
40,1,51,36.9
40,1,52,33.9
40,1,53,32.8
40,1,54,33.4
